,time_tag,satellite,flux,observed_flux,electron_correction,electron_contaminaton,energy
0,2023-05-16 16:00:00+00:00,16,2.367071338937876e-08,3.23979278959996e-08,8.72721361844242e-09,False,0.05-0.4nm
1,2023-05-16 16:01:00+00:00,16,2.285156774917141e-08,3.210414334375855e-08,9.252575594587142e-09,False,0.05-0.4nm
2,2023-05-16 16:02:00+00:00,16,2.3336616195024362e-08,3.1714467496613e-08,8.377853077945474e-09,False,0.05-0.4nm
3,2023-05-16 16:03:00+00:00,16,2.509269592110286e-08,3.3707284075035204e-08,8.614588153932345e-09,False,0.05-0.4nm
4,2023-05-16 16:04:00+00:00,16,2.411931987467142e-08,3.3399572885173257e-08,9.280253010501838e-09,False,0.05-0.4nm
5,2023-05-16 16:05:00+00:00,16,2.3466077081479852e-08,3.2555337980966215e-08,9.089260899486362e-09,False,0.05-0.4nm
6,2023-05-16 16:06:00+00:00,16,2.2689063072789395e-08,3.215980015625064e-08,9.470737971639664e-09,False,0.05-0.4nm
7,2023-05-16 16:07:00+00:00,16,2.3926126857531926e-08,3.3168433333230496e-08,9.24230736387699e-09,False,0.05-0.4nm
8,2023-05-16 16:08:00+00:00,16,2.456338066281205e-08,3.363485134855182e-08,9.071472462096608e-09,False,0.05-0.4nm
9,2023-05-16 16:09:00+00:00,16,2.4297543532725285e-08,3.312885255013498e-08,8.831309017409694e-09,False,0.05-0.4nm
