,UTC_TIME,TAI,ESP_Q0_COUNTS,ESP_Q1_COUNTS,ESP_Q2_COUNTS,ESP_Q3_COUNTS,ESP_0_7_COUNTS,ESP_17_COUNTS,ESP_25_COUNTS,ESP_30_COUNTS,ESP_36_COUNTS,ESP_DARK_COUNTS,MP_LYA_COUNTS,MP_DARK_COUNTS,dt,ESP_0_7_DIFFS
117,2024-04-04 01:15:40,2090884577.629818,57,113,165,224,559,556,158,161,2,49,39,41,2024-04-04 01:15:40,7.0
118,2024-04-04 01:15:50,2090884587.6298127,56,113,167,222,558,557,156,161,2,48,40,39,2024-04-04 01:15:50,-1.0
119,2024-04-04 01:16:00,2090884597.6291695,55,113,164,223,555,558,157,163,2,49,41,40,2024-04-04 01:16:00,-3.0
120,2024-04-04 01:16:10,2090884607.6298978,56,111,166,223,556,556,157,161,2,49,39,39,2024-04-04 01:16:10,1.0
121,2024-04-04 01:16:20,2090884617.6293032,56,113,166,225,560,556,157,162,3,49,40,39,2024-04-04 01:16:20,4.0
122,2024-04-04 01:16:30,2090884627.6301181,58,112,166,224,560,557,156,162,2,49,39,39,2024-04-04 01:16:30,0.0
123,2024-04-04 01:16:40,2090884637.6291811,56,113,166,225,560,557,157,162,3,49,39,38,2024-04-04 01:16:40,0.0
124,2024-04-04 01:16:50,2090884647.629995,56,113,166,224,559,557,158,161,2,48,38,39,2024-04-04 01:16:50,-1.0
125,2024-04-04 01:17:00,2090884657.6292136,56,114,166,223,559,558,157,160,2,49,39,40,2024-04-04 01:17:00,0.0
126,2024-04-04 01:17:10,2090884667.6304662,57,113,165,223,558,556,156,161,2,48,39,39,2024-04-04 01:17:10,-1.0
127,2024-04-04 01:17:20,2090884677.629883,57,113,164,222,556,557,157,161,2,48,39,39,2024-04-04 01:17:20,-2.0
128,2024-04-04 01:17:30,2090884687.6298876,56,113,165,225,559,557,157,161,2,48,39,40,2024-04-04 01:17:30,3.0
129,2024-04-04 01:17:40,2090884697.630136,55,113,164,224,556,555,157,160,3,49,40,40,2024-04-04 01:17:40,-3.0
130,2024-04-04 01:17:50,2090884707.6298046,56,112,165,224,557,557,158,160,3,48,39,40,2024-04-04 01:17:50,1.0
131,2024-04-04 01:18:00,2090884717.6304536,57,113,166,224,560,558,155,161,3,48,40,39,2024-04-04 01:18:00,3.0
132,2024-04-04 01:18:10,2090884727.6295834,56,114,166,223,559,556,156,162,2,48,39,40,2024-04-04 01:18:10,-1.0
133,2024-04-04 01:18:20,2090884737.6299758,57,113,165,226,561,558,156,161,2,49,39,39,2024-04-04 01:18:20,2.0
134,2024-04-04 01:18:30,2090884747.6301327,57,114,165,226,562,557,157,161,2,49,40,41,2024-04-04 01:18:30,1.0
135,2024-04-04 01:18:40,2090884757.6302886,58,115,166,224,563,557,157,161,2,49,39,41,2024-04-04 01:18:40,1.0
136,2024-04-04 01:18:50,2090884767.630351,56,113,167,225,561,557,158,161,3,49,39,39,2024-04-04 01:18:50,-2.0
137,2024-04-04 01:19:00,2090884777.6300561,58,115,165,226,564,557,157,161,2,49,41,40,2024-04-04 01:19:00,3.0
138,2024-04-04 01:19:10,2090884787.6298,57,114,165,224,560,557,157,161,3,49,40,40,2024-04-04 01:19:10,-4.0
139,2024-04-04 01:19:20,2090884797.6300638,59,114,165,225,563,558,158,160,1,48,38,40,2024-04-04 01:19:20,3.0
140,2024-04-04 01:19:30,2090884807.6294224,57,113,166,224,560,556,157,161,2,48,38,39,2024-04-04 01:19:30,-3.0
141,2024-04-04 01:19:40,2090884817.6308963,58,115,168,225,566,557,157,161,2,49,40,39,2024-04-04 01:19:40,6.0
142,2024-04-04 01:19:50,2090884827.6325486,58,114,166,224,562,557,156,160,2,49,39,39,2024-04-04 01:19:50,-4.0
143,2024-04-04 01:20:00,2090884837.6299608,58,114,166,226,564,557,157,161,2,49,39,40,2024-04-04 01:20:00,2.0
144,2024-04-04 01:20:10,2090884847.6298964,57,114,166,226,563,557,156,161,2,49,39,40,2024-04-04 01:20:10,-1.0
145,2024-04-04 01:20:20,2090884857.6300802,57,113,168,224,562,557,157,161,3,49,39,40,2024-04-04 01:20:20,-1.0
146,2024-04-04 01:20:30,2090884867.6295543,57,115,165,224,561,557,157,162,1,48,39,40,2024-04-04 01:20:30,-1.0
147,2024-04-04 01:20:40,2090884877.630289,58,114,166,224,562,557,157,161,2,49,39,40,2024-04-04 01:20:40,1.0
148,2024-04-04 01:20:50,2090884887.6295743,58,115,164,226,563,557,157,161,3,48,38,40,2024-04-04 01:20:50,1.0
149,2024-04-04 01:21:00,2090884897.6309137,57,114,164,224,559,557,157,161,3,49,39,40,2024-04-04 01:21:00,-4.0
150,2024-04-04 01:21:10,2090884907.6277108,56,115,165,226,562,557,157,161,3,49,40,40,2024-04-04 01:21:10,3.0
151,2024-04-04 01:21:20,2090884917.6282072,58,117,166,226,567,556,157,161,3,49,39,39,2024-04-04 01:21:20,5.0
152,2024-04-04 01:21:30,2090884927.6307092,57,114,167,226,564,556,158,160,2,49,42,41,2024-04-04 01:21:30,-3.0
153,2024-04-04 01:21:40,2090884937.6276913,58,115,165,225,563,558,156,161,3,49,40,40,2024-04-04 01:21:40,-1.0
154,2024-04-04 01:21:50,2090884947.6282737,58,114,165,225,562,557,158,160,3,49,40,39,2024-04-04 01:21:50,-1.0
155,2024-04-04 01:22:00,2090884957.6286986,58,114,167,225,564,558,156,160,2,50,39,40,2024-04-04 01:22:00,2.0
156,2024-04-04 01:22:10,2090884967.6283042,59,115,166,223,563,558,156,161,4,49,39,40,2024-04-04 01:22:10,-1.0
157,2024-04-04 01:22:20,2090884977.6281874,59,116,167,224,566,557,158,161,3,48,39,40,2024-04-04 01:22:20,3.0
158,2024-04-04 01:22:30,2090884987.6281345,58,114,166,224,562,557,158,160,3,48,39,41,2024-04-04 01:22:30,-4.0
159,2024-04-04 01:22:40,2090884997.6281855,58,115,166,224,563,557,157,161,4,49,40,39,2024-04-04 01:22:40,1.0
160,2024-04-04 01:22:50,2090885007.6281374,57,114,167,224,562,557,158,161,3,49,39,39,2024-04-04 01:22:50,-1.0
161,2024-04-04 01:23:00,2090885017.6280644,59,113,167,225,564,558,156,161,2,49,39,40,2024-04-04 01:23:00,2.0
162,2024-04-04 01:23:10,2090885027.628253,58,113,166,225,562,556,157,162,4,49,39,40,2024-04-04 01:23:10,-2.0
163,2024-04-04 01:23:20,2090885037.6328578,57,116,164,225,562,556,156,162,3,49,40,39,2024-04-04 01:23:20,0.0
164,2024-04-04 01:23:30,2090885047.6282349,58,116,166,224,564,558,157,160,3,49,39,40,2024-04-04 01:23:30,2.0
165,2024-04-04 01:23:40,2090885057.6280637,58,115,166,224,563,557,157,161,1,49,39,40,2024-04-04 01:23:40,-1.0
166,2024-04-04 01:23:50,2090885067.6282597,58,115,166,224,563,556,156,160,2,49,40,39,2024-04-04 01:23:50,0.0
167,2024-04-04 01:24:00,2090885077.6280675,57,115,166,226,564,557,157,161,3,49,39,38,2024-04-04 01:24:00,1.0
168,2024-04-04 01:24:10,2090885087.6284008,59,113,165,224,561,558,158,160,2,49,40,40,2024-04-04 01:24:10,-3.0
169,2024-04-04 01:24:20,2090885097.6280894,57,113,166,223,559,557,157,161,3,49,39,41,2024-04-04 01:24:20,-2.0
170,2024-04-04 01:24:30,2090885107.6283178,56,115,164,224,559,556,157,161,3,49,39,38,2024-04-04 01:24:30,0.0
171,2024-04-04 01:24:40,2090885117.6278512,57,115,164,224,560,558,157,160,4,49,38,40,2024-04-04 01:24:40,1.0
172,2024-04-04 01:24:50,2090885127.6283019,57,114,166,225,562,557,158,160,3,60,39,39,2024-04-04 01:24:50,2.0
173,2024-04-04 01:25:00,2090885137.628432,59,115,164,223,561,557,156,161,2,49,39,40,2024-04-04 01:25:00,-1.0
174,2024-04-04 01:25:10,2090885147.628135,56,113,166,225,560,558,157,161,2,48,40,40,2024-04-04 01:25:10,-1.0
175,2024-04-04 01:25:20,2090885157.6282976,57,113,165,223,558,557,158,161,2,49,39,39,2024-04-04 01:25:20,-2.0
176,2024-04-04 01:25:30,2090885167.628569,58,113,165,224,560,558,157,161,2,48,38,40,2024-04-04 01:25:30,2.0
177,2024-04-04 01:25:40,2090885177.628249,57,114,164,224,559,558,157,161,2,49,38,40,2024-04-04 01:25:40,-1.0
178,2024-04-04 01:25:50,2090885187.628338,56,113,166,224,559,556,158,161,2,49,38,41,2024-04-04 01:25:50,0.0
179,2024-04-04 01:26:00,2090885197.628253,58,113,166,224,561,557,157,160,2,49,39,39,2024-04-04 01:26:00,2.0
180,2024-04-04 01:26:10,2090885207.6281762,58,114,165,224,561,558,157,161,2,49,40,39,2024-04-04 01:26:10,0.0
181,2024-04-04 01:26:20,2090885217.6281548,57,114,166,223,560,556,158,161,1,49,40,39,2024-04-04 01:26:20,-1.0
182,2024-04-04 01:26:30,2090885227.627626,57,114,166,224,561,557,156,162,1,50,39,42,2024-04-04 01:26:30,1.0
183,2024-04-04 01:26:40,2090885237.6284685,56,112,163,224,555,558,156,160,2,49,39,39,2024-04-04 01:26:40,-6.0
184,2024-04-04 01:26:50,2090885247.6304832,57,112,165,223,557,558,157,161,2,48,39,39,2024-04-04 01:26:50,2.0
185,2024-04-04 01:27:00,2090885257.6283207,56,113,165,223,557,559,156,161,2,48,38,39,2024-04-04 01:27:00,0.0
186,2024-04-04 01:27:10,2090885267.6277003,55,114,165,224,558,558,157,160,0,49,39,40,2024-04-04 01:27:10,1.0
187,2024-04-04 01:27:20,2090885277.628233,56,112,166,224,558,558,156,161,1,49,39,39,2024-04-04 01:27:20,0.0
188,2024-04-04 01:27:30,2090885287.6280086,57,113,166,224,560,557,158,160,2,49,39,40,2024-04-04 01:27:30,2.0
189,2024-04-04 01:27:40,2090885297.6282504,57,113,166,225,561,557,158,161,2,48,39,39,2024-04-04 01:27:40,1.0
190,2024-04-04 01:27:50,2090885307.6280086,57,113,165,223,558,556,156,161,0,48,39,40,2024-04-04 01:27:50,-3.0
191,2024-04-04 01:28:00,2090885317.6282609,54,112,167,225,558,556,157,161,2,49,40,40,2024-04-04 01:28:00,0.0
192,2024-04-04 01:28:10,2090885327.6281898,58,110,166,223,557,558,157,161,1,49,39,41,2024-04-04 01:28:10,-1.0
193,2024-04-04 01:28:20,2090885337.6284525,56,114,165,223,558,557,157,161,2,49,39,40,2024-04-04 01:28:20,1.0
194,2024-04-04 01:28:30,2090885347.6284359,56,113,165,224,558,558,157,161,2,49,39,39,2024-04-04 01:28:30,0.0
195,2024-04-04 01:28:40,2090885357.6277716,57,112,166,224,559,557,157,161,2,49,39,40,2024-04-04 01:28:40,1.0
196,2024-04-04 01:28:50,2090885367.6282957,57,114,166,223,560,557,158,161,3,50,39,38,2024-04-04 01:28:50,1.0
