,Trigger,Realtime Trigger,Flare End,Launch Initiated,Launch,FOXSI Obs Start,FOXSI Obs End,HiC Obs Start,HiC Obs End
0,2023-05-16 16:36:00+00:00,2023-05-16 16:39:00+00:00,,,,,,,
