,time_tag,satellite,flux,observed_flux,electron_correction,electron_contaminaton,energy
1286,2023-05-17 13:26:00+00:00,16,1.2613146509465878e-06,1.2890842526758206e-06,2.776968521800427e-08,False,0.1-0.8nm
1287,2023-05-17 13:27:00+00:00,16,1.2346520179562503e-06,1.2619088920473587e-06,2.725693626359771e-08,False,0.1-0.8nm
1288,2023-05-17 13:28:00+00:00,16,1.2130117283959407e-06,1.2404037761371e-06,2.7392003332238346e-08,False,0.1-0.8nm
1289,2023-05-17 13:29:00+00:00,16,1.2021776001347462e-06,1.229865119967144e-06,2.7687505621543096e-08,False,0.1-0.8nm
1290,2023-05-17 13:30:00+00:00,16,1.191313458548393e-06,1.2190570259917877e-06,2.774350171819151e-08,False,0.1-0.8nm
1291,2023-05-17 13:31:00+00:00,16,1.1845900189655367e-06,1.212474217027193e-06,2.7884206943440404e-08,False,0.1-0.8nm
1292,2023-05-17 13:32:00+00:00,16,1.1804235100498772e-06,1.2082504099453217e-06,2.782684305202565e-08,False,0.1-0.8nm
1293,2023-05-17 13:33:00+00:00,16,1.2333932772889966e-06,1.2612966884262278e-06,2.7903476862434218e-08,False,0.1-0.8nm
1294,2023-05-17 13:34:00+00:00,16,1.3225181874076952e-06,1.3502644833351951e-06,2.774637231084398e-08,False,0.1-0.8nm
1295,2023-05-17 13:35:00+00:00,16,1.54337055846554e-06,1.5709739500380238e-06,2.760340933605221e-08,False,0.1-0.8nm
1296,2023-05-17 13:36:00+00:00,16,1.5269763480318943e-06,1.5544537745881826e-06,2.7477485176063965e-08,False,0.1-0.8nm
1297,2023-05-17 13:37:00+00:00,16,1.4633769751526415e-06,1.4910027630321565e-06,2.7625816301224404e-08,False,0.1-0.8nm
1298,2023-05-17 13:38:00+00:00,16,1.4430682995225652e-06,1.470536972192349e-06,2.7468622931792197e-08,False,0.1-0.8nm
1299,2023-05-17 13:39:00+00:00,16,1.4414785027838661e-06,1.4689690033264924e-06,2.7490496989912572e-08,False,0.1-0.8nm
1300,2023-05-17 13:40:00+00:00,16,1.4592563957194216e-06,1.487093982177612e-06,2.783756869462195e-08,False,0.1-0.8nm
1301,2023-05-17 13:41:00+00:00,16,1.456456743653689e-06,1.4846491467324086e-06,2.8192451040354172e-08,False,0.1-0.8nm
